pathway_id	pathway_description	pvalue	cancer_group	gene_parsed_by
path:hsa05142	0.004995004995004995	Chagas disease - Homo sapiens (human)	LGG	FOLH1
path:hsa05143	0.05094905094905095	African trypanosomiasis - Homo sapiens (human)	LGG	FOLH1
path:hsa05144	0.6223776223776224	Malaria - Homo sapiens (human)	LGG	FOLH1
path:hsa05145	0.22877122877122877	Toxoplasmosis - Homo sapiens (human)	LGG	FOLH1
path:hsa05146	0.002997002997002997	Amoebiasis - Homo sapiens (human)	LGG	FOLH1
path:hsa05150	0.22877122877122877	Staphylococcus aureus infection - Homo sapiens (human)	LGG	FOLH1
path:hsa05152	0.13486513486513488	Tuberculosis - Homo sapiens (human)	LGG	FOLH1
path:hsa05160	0.005994005994005994	Hepatitis C - Homo sapiens (human)	LGG	FOLH1
path:hsa05161	0.006993006993006993	Hepatitis B - Homo sapiens (human)	LGG	FOLH1
path:hsa05162	0.03896103896103896	Measles - Homo sapiens (human)	LGG	FOLH1
path:hsa05163	0.011988011988011988	Human cytomegalovirus infection - Homo sapiens (human)	LGG	FOLH1
path:hsa05164	0.15184815184815184	Influenza A - Homo sapiens (human)	LGG	FOLH1
path:hsa05165	0.001998001998001998	Human papillomavirus infection - Homo sapiens (human)	LGG	FOLH1
path:hsa05166	0.06493506493506493	Human T-cell leukemia virus 1 infection - Homo sapiens (human)	LGG	FOLH1
path:hsa05167	0.04995004995004995	Kaposi sarcoma-associated herpesvirus infection - Homo sapiens (human)	LGG	FOLH1
path:hsa05168	0.02197802197802198	Herpes simplex virus 1 infection - Homo sapiens (human)	LGG	FOLH1
path:hsa05169	0.2977022977022977	Epstein-Barr virus infection - Homo sapiens (human)	LGG	FOLH1
path:hsa05170	0.003996003996003996	Human immunodeficiency virus 1 infection - Homo sapiens (human)	LGG	FOLH1
path:hsa05171	0.027972027972027972	Coronavirus disease - COVID-19 - Homo sapiens (human)	LGG	FOLH1
path:hsa05202	0.012987012987012988	Transcriptional misregulation in cancer - Homo sapiens (human)	LGG	FOLH1
path:hsa05203	0.06793206793206794	Viral carcinogenesis - Homo sapiens (human)	LGG	FOLH1
path:hsa05204	0.0919080919080919	Chemical carcinogenesis - DNA adducts - Homo sapiens (human)	LGG	FOLH1
path:hsa05205	0.008991008991008992	Proteoglycans in cancer - Homo sapiens (human)	LGG	FOLH1
path:hsa05206	0.022977022977022976	MicroRNAs in cancer - Homo sapiens (human)	LGG	FOLH1
path:hsa05207	0.03296703296703297	Chemical carcinogenesis - receptor activation - Homo sapiens (human)	LGG	FOLH1
path:hsa05208	0.22577422577422576	Chemical carcinogenesis - reactive oxygen species - Homo sapiens (human)	LGG	FOLH1
path:hsa05210	0.027972027972027972	Colorectal cancer - Homo sapiens (human)	LGG	FOLH1
path:hsa05211	0.008991008991008992	Renal cell carcinoma - Homo sapiens (human)	LGG	FOLH1
path:hsa05212	0.004995004995004995	Pancreatic cancer - Homo sapiens (human)	LGG	FOLH1
path:hsa05213	0.01998001998001998	Endometrial cancer - Homo sapiens (human)	LGG	FOLH1
path:hsa05214	9.99000999000999e-4	Glioma - Homo sapiens (human)	LGG	FOLH1
path:hsa05215	0.001998001998001998	Prostate cancer - Homo sapiens (human)	LGG	FOLH1
path:hsa05216	0.008991008991008992	Thyroid cancer - Homo sapiens (human)	LGG	FOLH1
path:hsa05217	9.99000999000999e-4	Basal cell carcinoma - Homo sapiens (human)	LGG	FOLH1
path:hsa05218	9.99000999000999e-4	Melanoma - Homo sapiens (human)	LGG	FOLH1
path:hsa05219	0.008991008991008992	Bladder cancer - Homo sapiens (human)	LGG	FOLH1
path:hsa05220	0.04795204795204795	Chronic myeloid leukemia - Homo sapiens (human)	LGG	FOLH1
path:hsa05221	0.3986013986013986	Acute myeloid leukemia - Homo sapiens (human)	LGG	FOLH1
path:hsa05222	0.054945054945054944	Small cell lung cancer - Homo sapiens (human)	LGG	FOLH1
path:hsa05223	0.007992007992007992	Non-small cell lung cancer - Homo sapiens (human)	LGG	FOLH1
path:hsa05224	9.99000999000999e-4	Breast cancer - Homo sapiens (human)	LGG	FOLH1
path:hsa05225	9.99000999000999e-4	Hepatocellular carcinoma - Homo sapiens (human)	LGG	FOLH1
path:hsa05226	9.99000999000999e-4	Gastric cancer - Homo sapiens (human)	LGG	FOLH1
path:hsa05230	0.31868131868131866	Central carbon metabolism in cancer - Homo sapiens (human)	LGG	FOLH1
path:hsa05231	0.35864135864135865	Choline metabolism in cancer - Homo sapiens (human)	LGG	FOLH1
path:hsa05235	0.4095904095904096	PD-L1 expression and PD-1 checkpoint pathway in cancer - Homo sapiens (human)	LGG	FOLH1
path:hsa05310	0.8951048951048951	Asthma - Homo sapiens (human)	LGG	FOLH1
path:hsa05320	0.24175824175824176	Autoimmune thyroid disease - Homo sapiens (human)	LGG	FOLH1
path:hsa05321	0.025974025974025976	Inflammatory bowel disease - Homo sapiens (human)	LGG	FOLH1
path:hsa05322	0.011988011988011988	Systemic lupus erythematosus - Homo sapiens (human)	LGG	FOLH1
path:hsa05323	0.3596403596403596	Rheumatoid arthritis - Homo sapiens (human)	LGG	FOLH1
path:hsa05330	0.13786213786213786	Allograft rejection - Homo sapiens (human)	LGG	FOLH1
path:hsa05332	0.13686313686313686	Graft-versus-host disease - Homo sapiens (human)	LGG	FOLH1
path:hsa05340	0.06493506493506493	Primary immunodeficiency - Homo sapiens (human)	LGG	FOLH1
path:hsa05410	0.09090909090909091	Hypertrophic cardiomyopathy - Homo sapiens (human)	LGG	FOLH1
path:hsa05412	9.99000999000999e-4	Arrhythmogenic right ventricular cardiomyopathy - Homo sapiens (human)	LGG	FOLH1
path:hsa05414	0.2017982017982018	Dilated cardiomyopathy - Homo sapiens (human)	LGG	FOLH1
path:hsa05415	0.08691308691308691	Diabetic cardiomyopathy - Homo sapiens (human)	LGG	FOLH1
path:hsa05416	0.007992007992007992	Viral myocarditis - Homo sapiens (human)	LGG	FOLH1
path:hsa05417	0.2037962037962038	Lipid and atherosclerosis - Homo sapiens (human)	LGG	FOLH1
path:hsa05418	9.99000999000999e-4	Fluid shear stress and atherosclerosis - Homo sapiens (human)	LGG	FOLH1
path:hsa00010	0.2897102897102897	Glycolysis / Gluconeogenesis - Homo sapiens (human)	Medullo	FOLH1
path:hsa00020	0.6983016983016983	Citrate cycle (TCA cycle) - Homo sapiens (human)	Medullo	FOLH1
path:hsa00030	0.5174825174825175	Pentose phosphate pathway - Homo sapiens (human)	Medullo	FOLH1
path:hsa00040	0.3516483516483517	Pentose and glucuronate interconversions - Homo sapiens (human)	Medullo	FOLH1
path:hsa00051	0.1088911088911089	Fructose and mannose metabolism - Homo sapiens (human)	Medullo	FOLH1
path:hsa00052	0.06993006993006994	Galactose metabolism - Homo sapiens (human)	Medullo	FOLH1
path:hsa00053	0.13286713286713286	Ascorbate and aldarate metabolism - Homo sapiens (human)	Medullo	FOLH1
path:hsa00061	0.013986013986013986	Fatty acid biosynthesis - Homo sapiens (human)	Medullo	FOLH1
path:hsa00062	0.7282717282717283	Fatty acid elongation - Homo sapiens (human)	Medullo	FOLH1
path:hsa00071	0.45754245754245754	Fatty acid degradation - Homo sapiens (human)	Medullo	FOLH1
path:hsa00100	0.41358641358641357	Steroid biosynthesis - Homo sapiens (human)	Medullo	FOLH1
path:hsa00120	0.04295704295704296	Primary bile acid biosynthesis - Homo sapiens (human)	Medullo	FOLH1
NA	NA	NA	Medullo	FOLH1
path:hsa00140	0.33666333666333664	Steroid hormone biosynthesis - Homo sapiens (human)	Medullo	FOLH1
path:hsa00190	0.7232767232767233	Oxidative phosphorylation - Homo sapiens (human)	Medullo	FOLH1
path:hsa00220	0.8451548451548452	Arginine biosynthesis - Homo sapiens (human)	Medullo	FOLH1
path:hsa00230	0.45054945054945056	Purine metabolism - Homo sapiens (human)	Medullo	FOLH1
NA	NA	NA	Medullo	FOLH1
path:hsa00240	0.25574425574425574	Pyrimidine metabolism - Homo sapiens (human)	Medullo	FOLH1
path:hsa00250	0.2857142857142857	Alanine, aspartate and glutamate metabolism - Homo sapiens (human)	Medullo	FOLH1
path:hsa00260	0.7362637362637363	Glycine, serine and threonine metabolism - Homo sapiens (human)	Medullo	FOLH1
path:hsa00270	0.008991008991008992	Cysteine and methionine metabolism - Homo sapiens (human)	Medullo	FOLH1
path:hsa00280	0.44955044955044954	Valine, leucine and isoleucine degradation - Homo sapiens (human)	Medullo	FOLH1
NA	NA	NA	Medullo	FOLH1
path:hsa00310	0.22577422577422576	Lysine degradation - Homo sapiens (human)	Medullo	FOLH1
path:hsa00330	0.07492507492507493	Arginine and proline metabolism - Homo sapiens (human)	Medullo	FOLH1
path:hsa00340	0.7942057942057942	Histidine metabolism - Homo sapiens (human)	Medullo	FOLH1
path:hsa00350	0.3546453546453546	Tyrosine metabolism - Homo sapiens (human)	Medullo	FOLH1
path:hsa00360	0.11588411588411589	Phenylalanine metabolism - Homo sapiens (human)	Medullo	FOLH1
path:hsa00380	0.0959040959040959	Tryptophan metabolism - Homo sapiens (human)	Medullo	FOLH1
NA	NA	NA	Medullo	FOLH1
path:hsa00410	0.34765234765234765	beta-Alanine metabolism - Homo sapiens (human)	Medullo	FOLH1
NA	NA	NA	Medullo	FOLH1
NA	NA	NA	Medullo	FOLH1
path:hsa00450	0.48151848151848153	Selenocompound metabolism - Homo sapiens (human)	Medullo	FOLH1
NA	NA	NA	Medullo	FOLH1
path:hsa00480	0.45454545454545453	Glutathione metabolism - Homo sapiens (human)	Medullo	FOLH1
path:hsa00500	0.4065934065934066	Starch and sucrose metabolism - Homo sapiens (human)	Medullo	FOLH1
path:hsa00510	0.9120879120879121	N-Glycan biosynthesis - Homo sapiens (human)	Medullo	FOLH1
path:hsa00511	0.26673326673326675	Other glycan degradation - Homo sapiens (human)	Medullo	FOLH1
path:hsa00512	0.987012987012987	Mucin type O-glycan biosynthesis - Homo sapiens (human)	Medullo	FOLH1
path:hsa00513	0.17082917082917082	Various types of N-glycan biosynthesis - Homo sapiens (human)	Medullo	FOLH1
path:hsa00514	0.8821178821178821	Other types of O-glycan biosynthesis - Homo sapiens (human)	Medullo	FOLH1
path:hsa00515	0.15284715284715283	Mannose type O-glycan biosynthesis - Homo sapiens (human)	Medullo	FOLH1
path:hsa00520	0.5014985014985015	Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)	Medullo	FOLH1
NA	NA	NA	Medullo	FOLH1
path:hsa00531	0.02197802197802198	Glycosaminoglycan degradation - Homo sapiens (human)	Medullo	FOLH1
path:hsa00532	0.2627372627372627	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate - Homo sapiens (human)	Medullo	FOLH1
path:hsa00533	0.5324675324675324	Glycosaminoglycan biosynthesis - keratan sulfate - Homo sapiens (human)	Medullo	FOLH1
path:hsa00534	0.5464535464535465	Glycosaminoglycan biosynthesis - heparan sulfate / heparin - Homo sapiens (human)	Medullo	FOLH1
path:hsa00561	0.03396603396603397	Glycerolipid metabolism - Homo sapiens (human)	Medullo	FOLH1
path:hsa00562	0.17182817182817184	Inositol phosphate metabolism - Homo sapiens (human)	Medullo	FOLH1
path:hsa00563	0.8381618381618382	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis - Homo sapiens (human)	Medullo	FOLH1
path:hsa00564	0.04895104895104895	Glycerophospholipid metabolism - Homo sapiens (human)	Medullo	FOLH1
path:hsa00565	0.12987012987012986	Ether lipid metabolism - Homo sapiens (human)	Medullo	FOLH1
path:hsa00590	0.22277722277722278	Arachidonic acid metabolism - Homo sapiens (human)	Medullo	FOLH1
path:hsa00591	0.5404595404595405	Linoleic acid metabolism - Homo sapiens (human)	Medullo	FOLH1
path:hsa00592	0.4015984015984016	alpha-Linolenic acid metabolism - Homo sapiens (human)	Medullo	FOLH1
path:hsa00600	0.4035964035964036	Sphingolipid metabolism - Homo sapiens (human)	Medullo	FOLH1
path:hsa00601	0.27972027972027974	Glycosphingolipid biosynthesis - lacto and neolacto series - Homo sapiens (human)	Medullo	FOLH1
path:hsa00603	0.8481518481518482	Glycosphingolipid biosynthesis - globo and isoglobo series - Homo sapiens (human)	Medullo	FOLH1
path:hsa00604	0.7852147852147852	Glycosphingolipid biosynthesis - ganglio series - Homo sapiens (human)	Medullo	FOLH1
path:hsa00620	0.23976023976023977	Pyruvate metabolism - Homo sapiens (human)	Medullo	FOLH1
path:hsa00630	0.7252747252747253	Glyoxylate and dicarboxylate metabolism - Homo sapiens (human)	Medullo	FOLH1
path:hsa00640	0.7632367632367633	Propanoate metabolism - Homo sapiens (human)	Medullo	FOLH1
path:hsa00650	0.26173826173826176	Butanoate metabolism - Homo sapiens (human)	Medullo	FOLH1
path:hsa00670	0.08391608391608392	One carbon pool by folate - Homo sapiens (human)	Medullo	FOLH1
path:hsa00730	0.2837162837162837	Thiamine metabolism - Homo sapiens (human)	Medullo	FOLH1
NA	NA	NA	Medullo	FOLH1
NA	NA	NA	Medullo	FOLH1
path:hsa00760	0.07192807192807193	Nicotinate and nicotinamide metabolism - Homo sapiens (human)	Medullo	FOLH1
path:hsa00770	0.5624375624375625	Pantothenate and CoA biosynthesis - Homo sapiens (human)	Medullo	FOLH1
NA	NA	NA	Medullo	FOLH1
NA	NA	NA	Medullo	FOLH1
path:hsa00790	0.7212787212787213	Folate biosynthesis - Homo sapiens (human)	Medullo	FOLH1
path:hsa00830	0.2047952047952048	Retinol metabolism - Homo sapiens (human)	Medullo	FOLH1
path:hsa00860	0.22277722277722278	Porphyrin and chlorophyll metabolism - Homo sapiens (human)	Medullo	FOLH1
path:hsa00900	0.39760239760239763	Terpenoid backbone biosynthesis - Homo sapiens (human)	Medullo	FOLH1
path:hsa00910	0.0919080919080919	Nitrogen metabolism - Homo sapiens (human)	Medullo	FOLH1
NA	NA	NA	Medullo	FOLH1
path:hsa00970	0.8311688311688312	Aminoacyl-tRNA biosynthesis - Homo sapiens (human)	Medullo	FOLH1
path:hsa00980	0.2857142857142857	Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	Medullo	FOLH1
path:hsa00982	0.04895104895104895	Drug metabolism - cytochrome P450 - Homo sapiens (human)	Medullo	FOLH1
path:hsa00983	0.34765234765234765	Drug metabolism - other enzymes - Homo sapiens (human)	Medullo	FOLH1
path:hsa01040	0.99000999000999	Biosynthesis of unsaturated fatty acids - Homo sapiens (human)	Medullo	FOLH1
path:hsa01200	0.5734265734265734	Carbon metabolism - Homo sapiens (human)	Medullo	FOLH1
path:hsa01210	0.5724275724275725	2-Oxocarboxylic acid metabolism - Homo sapiens (human)	Medullo	FOLH1
path:hsa01212	0.3946053946053946	Fatty acid metabolism - Homo sapiens (human)	Medullo	FOLH1
path:hsa01230	0.34265734265734266	Biosynthesis of amino acids - Homo sapiens (human)	Medullo	FOLH1
path:hsa01240	0.8281718281718282	Biosynthesis of cofactors - Homo sapiens (human)	Medullo	FOLH1
path:hsa01250	0.17182817182817184	Biosynthesis of nucleotide sugars - Homo sapiens (human)	Medullo	FOLH1
path:hsa01521	0.3306693306693307	EGFR tyrosine kinase inhibitor resistance - Homo sapiens (human)	Medullo	FOLH1
path:hsa01522	0.025974025974025976	Endocrine resistance - Homo sapiens (human)	Medullo	FOLH1
path:hsa01523	0.19080919080919082	Antifolate resistance - Homo sapiens (human)	Medullo	FOLH1
path:hsa01524	0.2787212787212787	Platinum drug resistance - Homo sapiens (human)	Medullo	FOLH1
path:hsa02010	0.43156843156843155	ABC transporters - Homo sapiens (human)	Medullo	FOLH1
path:hsa03008	0.1108891108891109	Ribosome biogenesis in eukaryotes - Homo sapiens (human)	Medullo	FOLH1
path:hsa03010	0.958041958041958	Ribosome - Homo sapiens (human)	Medullo	FOLH1
path:hsa03013	0.1088911088911089	Nucleocytoplasmic transport - Homo sapiens (human)	Medullo	FOLH1
path:hsa03015	0.20679320679320679	mRNA surveillance pathway - Homo sapiens (human)	Medullo	FOLH1
path:hsa03018	0.23376623376623376	RNA degradation - Homo sapiens (human)	Medullo	FOLH1
path:hsa03020	0.2807192807192807	RNA polymerase - Homo sapiens (human)	Medullo	FOLH1
path:hsa03022	0.2677322677322677	Basal transcription factors - Homo sapiens (human)	Medullo	FOLH1
path:hsa03030	0.6633366633366633	DNA replication - Homo sapiens (human)	Medullo	FOLH1
path:hsa03040	0.32967032967032966	Spliceosome - Homo sapiens (human)	Medullo	FOLH1
path:hsa03050	0.9600399600399601	Proteasome - Homo sapiens (human)	Medullo	FOLH1
path:hsa03060	0.9630369630369631	Protein export - Homo sapiens (human)	Medullo	FOLH1
path:hsa03320	0.12887112887112886	PPAR signaling pathway - Homo sapiens (human)	Medullo	FOLH1
path:hsa03410	0.07892107892107893	Base excision repair - Homo sapiens (human)	Medullo	FOLH1
path:hsa03420	0.3096903096903097	Nucleotide excision repair - Homo sapiens (human)	Medullo	FOLH1
path:hsa03430	0.6143856143856143	Mismatch repair - Homo sapiens (human)	Medullo	FOLH1
path:hsa03440	0.3026973026973027	Homologous recombination - Homo sapiens (human)	Medullo	FOLH1
path:hsa03450	0.5184815184815185	Non-homologous end-joining - Homo sapiens (human)	Medullo	FOLH1
path:hsa03460	0.22877122877122877	Fanconi anemia pathway - Homo sapiens (human)	Medullo	FOLH1
path:hsa04010	0.06793206793206794	MAPK signaling pathway - Homo sapiens (human)	Medullo	FOLH1
path:hsa04012	0.23076923076923078	ErbB signaling pathway - Homo sapiens (human)	Medullo	FOLH1
path:hsa04014	0.09290709290709291	Ras signaling pathway - Homo sapiens (human)	Medullo	FOLH1
path:hsa04015	0.15384615384615385	Rap1 signaling pathway - Homo sapiens (human)	Medullo	FOLH1
path:hsa04020	0.1038961038961039	Calcium signaling pathway - Homo sapiens (human)	Medullo	FOLH1
path:hsa04022	0.005994005994005994	cGMP-PKG signaling pathway - Homo sapiens (human)	Medullo	FOLH1
path:hsa04024	0.014985014985014986	cAMP signaling pathway - Homo sapiens (human)	Medullo	FOLH1
path:hsa04060	0.1878121878121878	Cytokine-cytokine receptor interaction - Homo sapiens (human)	Medullo	FOLH1
path:hsa04061	0.07592407592407592	Viral protein interaction with cytokine and cytokine receptor - Homo sapiens (human)	Medullo	FOLH1
path:hsa04062	0.44155844155844154	Chemokine signaling pathway - Homo sapiens (human)	Medullo	FOLH1
path:hsa04064	0.15284715284715283	NF-kappa B signaling pathway - Homo sapiens (human)	Medullo	FOLH1
path:hsa04066	0.08291708291708291	HIF-1 signaling pathway - Homo sapiens (human)	Medullo	FOLH1
path:hsa04068	0.23576423576423577	FoxO signaling pathway - Homo sapiens (human)	Medullo	FOLH1
path:hsa04070	0.25774225774225773	Phosphatidylinositol signaling system - Homo sapiens (human)	Medullo	FOLH1
path:hsa04071	0.14085914085914086	Sphingolipid signaling pathway - Homo sapiens (human)	Medullo	FOLH1
path:hsa04072	0.013986013986013986	Phospholipase D signaling pathway - Homo sapiens (human)	Medullo	FOLH1
path:hsa04080	0.1918081918081918	Neuroactive ligand-receptor interaction - Homo sapiens (human)	Medullo	FOLH1
path:hsa04110	0.15684315684315683	Cell cycle - Homo sapiens (human)	Medullo	FOLH1
path:hsa04114	0.061938061938061936	Oocyte meiosis - Homo sapiens (human)	Medullo	FOLH1
path:hsa04115	0.993006993006993	p53 signaling pathway - Homo sapiens (human)	Medullo	FOLH1
path:hsa04120	0.34765234765234765	Ubiquitin mediated proteolysis - Homo sapiens (human)	Medullo	FOLH1
NA	NA	NA	Medullo	FOLH1
path:hsa04130	0.004995004995004995	SNARE interactions in vesicular transport - Homo sapiens (human)	Medullo	FOLH1
path:hsa04136	0.8001998001998002	Autophagy - other - Homo sapiens (human)	Medullo	FOLH1
path:hsa04137	0.2707292707292707	Mitophagy - animal - Homo sapiens (human)	Medullo	FOLH1
path:hsa04140	0.08891108891108891	Autophagy - animal - Homo sapiens (human)	Medullo	FOLH1
path:hsa04141	0.18981018981018982	Protein processing in endoplasmic reticulum - Homo sapiens (human)	Medullo	FOLH1
path:hsa04142	0.01998001998001998	Lysosome - Homo sapiens (human)	Medullo	FOLH1
path:hsa04144	0.09490509490509491	Endocytosis - Homo sapiens (human)	Medullo	FOLH1
path:hsa04145	0.1978021978021978	Phagosome - Homo sapiens (human)	Medullo	FOLH1
path:hsa04146	0.35364635364635366	Peroxisome - Homo sapiens (human)	Medullo	FOLH1
path:hsa04150	0.04595404595404595	mTOR signaling pathway - Homo sapiens (human)	Medullo	FOLH1
path:hsa04151	0.14585414585414586	PI3K-Akt signaling pathway - Homo sapiens (human)	Medullo	FOLH1
path:hsa04152	0.3786213786213786	AMPK signaling pathway - Homo sapiens (human)	Medullo	FOLH1
